5.58,2.37,2,1.57,2.33,0.67,2.33,1.86,1.43,1.79,1.67,11.5,1.86,0.71,1.5,0.67,2,0.17,1.43,7.76,11.13,3.84,4.95,8.26,9.68,3.37,4.42,0,0,12.45,0,D
5.58,0.61,1.81,0.88,0.67,0.67,2.14,0.62,1.31,1.12,0.67,0.671.29,1.12,0.75,1.75,1,1.33,0.14,2.25,7.76,8.45,3.84,3.45,8.26,10,3.37,4.53,0,0,12.45,0,A
5.58,0.72,1.66,0.48,2,0,2.07,0.38,1.22,0.7,0.67,0.331.33,0.69,0.94,1.94,1,2.33,0.47,2.06,7.76,7.39,3.84,3,8.26,10.37,3.37,5.11,0,0,12.45,0,H
5.58,2.95,1.67,1.31,2,1,2,1.69,1.27,1.76,0.67,1.671.36,1.69,0.9,1.41,0.33,2,0.5,1,7.76,9.11,3.84,4.63,8.26,10.5,3.37,4.95,0,0,12.45,0,H
5.58,6.4,2.11,2.33,2,2,2.5,2.25,1.67,2.67,2,41.75,1.75,0.89,0.89,1,2,0.25,1,7.76,11.61,3.84,5.55,8.26,7.08,3.37,3.37,0,0,12.45,0,D
5.58,1.05,1.91,1.27,1.67,2,2.2,2,1.36,0.91,1,1.331.4,0.6,0.73,1.27,0,1,0.2,0.4,7.76,7.5,3.84,2.87,8.26,9.79,3.37,4.18,0,0,12.45,0,H
5.58,1.27,1.63,1.37,1.33,1.33,1.92,1.38,1.33,1.07,1.67,0.671.38,1.23,0.96,1.04,1.67,0.67,0.54,1.31,7.76,8.42,3.84,3.74,8.26,10.29,3.37,4.55,0,0,12.45,0,H
5.58,5.74,1.58,1.96,1.33,2.33,1.83,1.85,1.27,1.58,1.67,1.331.25,1.77,0.92,0.88,1,0.33,0.42,1.15,7.76,11.03,3.84,5.63,8.26,8.63,3.37,4.05,0,0,12.45,0,H
5.58,0.77,2.17,0.33,2,0.33,2.33,0.33,1.5,1,2.33,0.671.33,1.33,0.83,2.17,1.67,1.67,0.33,2.67,7.76,8.47,3.84,3.74,8.26,11.34,3.37,5.97,0,0,12.45,0,H
5.58,5.97,1.61,1.06,0,1.33,1.88,0.62,1.22,1.28,0.67,21.25,1,0.89,1.61,2,1.67,0.38,1.88,7.76,9.76,3.84,4.61,8.26,9.21,3.37,4.71,0,0,12.45,0,D
5.58,1.52,1.61,1.43,1.33,1.33,1.73,1.33,1.22,1.04,1.33,11.09,0.92,0.91,1.09,1.33,1.33,0.45,1.25,7.76,8.53,3.84,3.37,8.26,10.18,3.37,4.74,0,0,12.45,0,H
5.58,2.39,1.68,1.36,2.33,2,1.9,1,1.27,1.41,2,1.671.2,0.9,0.91,1.09,1.33,0.33,0.4,1.1,7.76,10.47,3.84,4.39,8.26,8.66,3.37,3.71,0,0,12.45,0,A
5.58,1.47,1.58,1,0.33,1.67,1.78,0.67,1.16,0.84,0.33,0.331.11,0.78,0.84,1.26,1.33,0,0.33,1.33,7.76,8.39,3.84,3.71,8.26,10.11,3.37,4.45,0,0,12.45,0,H
1.22,5.58,0.87,1.93,1.67,1.67,0.86,1.75,1.2,1.33,2,11.14,1.38,2,0.67,1.67,0.67,1.71,1.12,8.47,7.76,3.74,3.84,8.76,8.26,4.13,3.37,0,0,9.5,0,H
1.22,2.37,1.05,1.6,0.67,2.33,1.11,1.6,1.1,1.5,0,1.671.11,1.4,1.7,1.15,0.67,0.67,1.44,1.1,8.47,11.13,3.74,4.95,8.76,9.68,4.13,4.42,0,0,9.5,0,A
1.22,0.61,1,1.10,0.33,2,1,0.73,1.1,1.14,0.33,1.331.1,1.09,1.76,1.67,1.67,1,1.6,2.27,8.47,8.45,3.74,3.45,8.76,10,4.13,4.53,0,0,9.5,0,H
1.22,1.72,1.12,1.71,3,2.33,1.12,2,1.29,1.35,1.67,1.331.25,1.38,1.88,0.94,0.67,0.67,1.62,0.88,8.47,9.34,3.74,4.11,8.76,10.32,4.13,4.58,0,0,9.5,0,D
1.22,4.63,0.89,1.56,0.33,1.67,1.25,1.25,1.22,1.22,1,21,1,1.89,0.78,2.67,1,0.75,1,8.47,12.63,3.74,6.66,8.76,7.39,4.13,3.24,0,0,9.5,0,A
1.22,2.95,0.69,1.54,0.33,2.33,0.83,1.5,1.08,1.85,0.67,3.670.83,1.33,2.08,1.23,1.67,1,1.5,0.83,8.47,9.11,3.74,4.63,8.76,10.5,4.13,4.95,0,0,9.5,0,D
1.22,6.4,1.23,1.7,2,1.33,1.27,1.43,1.23,1.73,2,1.331.33,0.93,1.61,1.07,2,0.33,1.53,1,8.47,11.61,3.74,5.55,8.76,7.08,4.13,3.37,0,0,9.5,0,A
1.22,1.27,1,1.29,1,2,1.33,1.33,1.29,0.71,1.33,11,1.33,1.57,0.86,1.67,0.67,0.67,1.67,8.47,8.42,3.74,3.74,8.76,10.29,4.13,4.55,0,0,9.5,0,D
1.22,5.74,1.17,1.88,2.33,0.67,1.18,1.75,1.21,1.54,2,01.27,1.75,1.62,0.92,0.67,0.33,1.45,1.25,8.47,11.03,3.74,5.63,8.76,8.63,4.13,4.05,0,0,9.5,0,A
1.22,1.52,1.12,1.32,1.33,0,1.08,1.23,1.16,0.96,1,01.17,0.85,1.64,1.24,1.33,3,1.5,1.38,8.47,8.53,3.74,3.37,8.76,10.18,4.13,4.74,0,0,9.5,0,A
1.22,2.39,1.07,1.48,0.33,2,1,1.31,1.11,1.3,0.33,11.15,0.85,1.63,0.96,1.67,0.67,1.62,0.85,8.47,10.47,3.74,4.39,8.76,8.66,4.13,3.71,0,0,9.5,0,H
